review_type,source_author,openalex_author_id,compared_openalex_author_id,author,compared_author,exact_match_papers,initial_match_papers,compared_exact_match_papers,compared_initial_match_papers,shared_coauthors,shared_coauthor_ids,shared_institutions,shared_affiliations,shared_countries,publication_year_gap,orcid_relation,decision,confidence,rationale
Profile pair,Yan Wang,A5090934439,A5100779879,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5100785059,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5100785565,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5101576125,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5101603815,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5102867906,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5106403837,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5110377895,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5114889239,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5115591660,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5115695450,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5115695483,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5115695550,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5119013751,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5090934439,A5119929943,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322487,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322505,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322589,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322600,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322615,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322617,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322657,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322659,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322684,Yan Wang,Yan Wang,1,0,3,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322699,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322712,Yan Wang,Yan Wang,1,0,5,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322740,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322752,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322756,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322769,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322817,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322825,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322872,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322908,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322919,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322938,Yan Wang,Yan Wang,1,0,11,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322948,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100322966,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100323015,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100454845,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100608080,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100608084,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100619511,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100652050,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100657020,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100727476,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100779879,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100785059,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,12,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5100785565,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5101576125,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5101603815,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5102867906,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5106403837,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5110377895,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5114889239,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5115591660,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5115695450,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5115695483,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5115695550,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5119013751,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322467,A5119929943,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322505,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322589,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322600,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322615,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322617,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322657,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322659,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322684,Yan Wang,Yan Wang,1,0,3,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322699,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322712,Yan Wang,Yan Wang,1,0,5,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322740,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322752,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322756,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322769,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322817,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322825,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322872,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322908,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322919,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322938,Yan Wang,Yan Wang,1,0,11,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322948,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100322966,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100323015,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100454845,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100608080,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100608084,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100619511,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100652050,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100657020,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100727476,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100779879,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100785059,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5100785565,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5101576125,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5101603815,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5102867906,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5106403837,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5110377895,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5114889239,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5115591660,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5115695450,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5115695483,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,0,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5115695550,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5119013751,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322487,A5119929943,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322589,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322600,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322615,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322617,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322657,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322659,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322684,Yan Wang,Yan Wang,1,0,3,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322699,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322712,Yan Wang,Yan Wang,1,0,5,0,0,0,0,0,CN,1,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322740,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322752,Yan Wang,Yan Wang,1,0,2,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322756,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,9,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322769,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322817,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,11,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322825,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322872,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322908,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322919,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322938,Yan Wang,Yan Wang,1,0,11,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322948,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100322966,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100323015,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100454845,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,7,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100608080,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100608084,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100619511,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,8,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100652050,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100657020,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,4,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100727476,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100779879,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100785059,Yan Wang,Yan Wang,1,0,1,0,1,0,0,0,CN,14,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5100785565,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5101576125,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5101603815,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5102867906,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5106403837,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5110377895,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5114889239,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,2,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5115591660,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5115695450,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,3,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5115695483,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,5,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5115695550,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,6,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
Profile pair,Yan Wang,A5100322505,A5119013751,Yan Wang,Yan Wang,1,0,1,0,0,0,0,0,CN,13,Different,Keep separate,High,The OpenAlex profiles have different ORCID identifiers.
