sample_row,doi,doi_url,openalex_id,openalex_url,openalex_matched,citation_history_retrieved,title,authors,journal,publisher,publication_year,retraction_year,retraction_year_stratum,fixed_minus_5_to_plus_5_cohort,post_retraction_citing_works_years_plus_1_to_plus_5,top_200_post_retraction_rank,sample_random_seed,retraction_cutoff_year,openalex_retrieved_date,calendar_year_relative_minus_5,included_in_denominator_relative_minus_5,citing_works_relative_minus_5,calendar_year_relative_minus_4,included_in_denominator_relative_minus_4,citing_works_relative_minus_4,calendar_year_relative_minus_3,included_in_denominator_relative_minus_3,citing_works_relative_minus_3,calendar_year_relative_minus_2,included_in_denominator_relative_minus_2,citing_works_relative_minus_2,calendar_year_relative_minus_1,included_in_denominator_relative_minus_1,citing_works_relative_minus_1,calendar_year_relative_zero,included_in_denominator_relative_zero,citing_works_relative_zero,calendar_year_relative_plus_1,included_in_denominator_relative_plus_1,citing_works_relative_plus_1,calendar_year_relative_plus_2,included_in_denominator_relative_plus_2,citing_works_relative_plus_2,calendar_year_relative_plus_3,included_in_denominator_relative_plus_3,citing_works_relative_plus_3,calendar_year_relative_plus_4,included_in_denominator_relative_plus_4,citing_works_relative_plus_4,calendar_year_relative_plus_5,included_in_denominator_relative_plus_5,citing_works_relative_plus_5
2608,10.1109/icbmei.2011.5920344,https://doi.org/10.1109/icbmei.2011.5920344,W1912998522,https://openalex.org/W1912998522,TRUE,TRUE,The empirical study of crisis management of Chinese enterprises,Qian Zhang;Junwu Chai;Huajun Yu,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2609,10.1109/icbmei.2011.5920347,https://doi.org/10.1109/icbmei.2011.5920347,W1619430296,https://openalex.org/W1619430296,TRUE,TRUE,Analysis on operational risk of Non-life Insurance companies,Caihong Ji,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2610,10.1109/icbmei.2011.5920349,https://doi.org/10.1109/icbmei.2011.5920349,W2112810825,https://openalex.org/W2112810825,TRUE,TRUE,The modes and effects of knowledge commercialization Based on knowledge spillover theory,Wen Li;Qing hua Xia,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2611,10.1109/icbmei.2011.5920374,https://doi.org/10.1109/icbmei.2011.5920374,W1931871580,https://openalex.org/W1931871580,TRUE,TRUE,Analysis of the academic research on green marketing in China,Fen Guo;Kai Chen;Xiaofan Wang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,1,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,0,2016,TRUE,0
2612,10.1109/icbmei.2011.5920400,https://doi.org/10.1109/icbmei.2011.5920400,W1860547717,https://openalex.org/W1860547717,TRUE,TRUE,Research on the rural migrant workers and their corporate loyalty,Haiyan Fu;Xiaofei Zhang;Lingling Lingling;Yufei Wang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2613,10.1109/icbmei.2011.5920407,https://doi.org/10.1109/icbmei.2011.5920407,W2276911053,https://openalex.org/W2276911053,TRUE,TRUE,The research on Measurement Methodology of work knowledge content,Min Xiao;Changjun Dai,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2614,10.1109/icbmei.2011.5920410,https://doi.org/10.1109/icbmei.2011.5920410,W1487034302,https://openalex.org/W1487034302,TRUE,TRUE,"A demonstration research on job satisfaction of the employee from the private enterprise - Based on LH Group Co., LTD. Tang Shan",Gu Fan;Su Yong,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,1,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,0,2016,TRUE,0
2615,10.1109/icbmei.2011.5920430,https://doi.org/10.1109/icbmei.2011.5920430,W2294329960,https://openalex.org/W2294329960,TRUE,TRUE,The Impact of Job Characteristics on Job Burnout and Work Performance of Young Employees,Ting Nie;Ling Zhang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,3,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,1,2016,TRUE,1
2616,10.1109/icbmei.2011.5920441,https://doi.org/10.1109/icbmei.2011.5920441,W1484388909,https://openalex.org/W1484388909,TRUE,TRUE,Research on the Relationship Between Perceived Organizational Support and Organizational Commitment: Evidence in China Context,Shao hong Liao;Chun ling Song,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,1,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,1,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2617,10.1109/icbmei.2011.5920447,https://doi.org/10.1109/icbmei.2011.5920447,W2106843388,https://openalex.org/W2106843388,TRUE,TRUE,Study on RMB offshore financial market of Hong Kong,Hongliang Wang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2618,10.1109/icbmei.2011.5920461,https://doi.org/10.1109/icbmei.2011.5920461,W1889081225,https://openalex.org/W1889081225,TRUE,TRUE,The co-evolution research of knowledge sharing in industry-university cooperation,Bingfeng Liu,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2619,10.1109/icbmei.2011.5920462,https://doi.org/10.1109/icbmei.2011.5920462,W1490546986,https://openalex.org/W1490546986,TRUE,TRUE,The Relationship Between Demographic Characteristics of Entrepreneurs and CSP,Shouming Chen;Jiasi Fan,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2620,10.1109/icbmei.2011.5920493,https://doi.org/10.1109/icbmei.2011.5920493,W2156797791,https://openalex.org/W2156797791,TRUE,TRUE,Local tax reform: Focusing on division of tax categories,Wen Qi,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2621,10.1109/icbmei.2011.5920495,https://doi.org/10.1109/icbmei.2011.5920495,W1834622583,https://openalex.org/W1834622583,TRUE,TRUE,Developing and Designing Project Performance Evaluation Framework of Departmental Budget,Zhigang Bai;Dongping Han,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2622,10.1109/icbmei.2011.5920500,https://doi.org/10.1109/icbmei.2011.5920500,W1506963022,https://openalex.org/W1506963022,TRUE,TRUE,Happiness and Government Decision-making Choice,Chao yang Shi,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,1,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,1,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2623,10.1109/icbmei.2011.5920518,https://doi.org/10.1109/icbmei.2011.5920518,W2296694628,https://openalex.org/W2296694628,TRUE,TRUE,Utility Analysis of Monetary Subsidies for Economically Affordable Housing — Changsha City,Jinyi Ma,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2624,10.1109/icbmei.2011.5920523,https://doi.org/10.1109/icbmei.2011.5920523,W1728803602,https://openalex.org/W1728803602,TRUE,TRUE,Theoretical analysis of coordinating mechanisms for financial policies for China ASEAN Free Trade Area,Xiangying Yang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2625,10.1109/icbmei.2011.5920919,https://doi.org/10.1109/icbmei.2011.5920919,W1844954315,https://openalex.org/W1844954315,TRUE,TRUE,The factor contribution to the Chinese industry growth: 1952-2007,Xian feng Zeng;Guo ping Li,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2626,10.1109/icbmei.2011.5920931,https://doi.org/10.1109/icbmei.2011.5920931,W1513947042,https://openalex.org/W1513947042,TRUE,TRUE,The effects of shopping mall environment on shopping outcomes,Xiaoyin Yang;Zhengliang Xu;Anwei Gu,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2627,10.1109/icbmei.2011.5920963,https://doi.org/10.1109/icbmei.2011.5920963,W1574465516,https://openalex.org/W1574465516,TRUE,TRUE,A study of the formative causation and operating mechanism of industry cluster: Based on the perspective of transaction cost theory,Yunbo Yu,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2628,10.1109/icbmei.2011.5920968,https://doi.org/10.1109/icbmei.2011.5920968,W2288962419,https://openalex.org/W2288962419,TRUE,TRUE,The Literature Review of Studies on Financial Restatement in China,Hongmei Li,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2629,10.1109/icbmei.2011.5920974,https://doi.org/10.1109/icbmei.2011.5920974,W2120196511,https://openalex.org/W2120196511,TRUE,TRUE,Research on Intellectual Capital Transformation in Scientific & research Organization,Xiaohong Zhang;Shouli Chen;Aizheng Bai;Yao Wen,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2630,10.1109/icbmei.2011.5920982,https://doi.org/10.1109/icbmei.2011.5920982,W1537950927,https://openalex.org/W1537950927,TRUE,TRUE,A study on the spatial-temporal rule and adjusting strategy of circular economy competitiveness in the metropolitan region,Fuyi Ci,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2631,10.1109/icbmei.2011.5921012,https://doi.org/10.1109/icbmei.2011.5921012,W1585490156,https://openalex.org/W1585490156,TRUE,TRUE,Study on Structural Risks of Listed Commercial Banks' Credit Assets in China,Wei He;Yong ming Liu,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2632,10.1109/icbmei.2011.5921014,https://doi.org/10.1109/icbmei.2011.5921014,W1719786120,https://openalex.org/W1719786120,TRUE,TRUE,"Demand Based on MRO, Procurement Management Research of Logistics Enterprise",Haishui Jin,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,2,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,1,2013,TRUE,1,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2633,10.1109/icbmei.2011.5921026,https://doi.org/10.1109/icbmei.2011.5921026,W1569712626,https://openalex.org/W1569712626,TRUE,TRUE,Study on the Development of Science and Education Tourism Resource in Wuhan City,Lu Ke,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2634,10.1109/icbmei.2011.5921027,https://doi.org/10.1109/icbmei.2011.5921027,W1524978608,https://openalex.org/W1524978608,TRUE,TRUE,Study on the application of Hakka culture in tourism development,Li ying Wei,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2635,10.1109/icbmei.2011.5921042,https://doi.org/10.1109/icbmei.2011.5921042,W1958984305,https://openalex.org/W1958984305,TRUE,TRUE,Risk Analyzing and Preventing of Credit Market Based on Noise Trading,Ruo jing Yang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2636,10.1109/icbmei.2011.5921044,https://doi.org/10.1109/icbmei.2011.5921044,W2164625795,https://openalex.org/W2164625795,TRUE,TRUE,Analysis of monetary base management in China since 2000,Fan Zhao;Chuanzhe Liu;Tao Jin,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2637,10.1109/icbmei.2011.5921057,https://doi.org/10.1109/icbmei.2011.5921057,W1516666248,https://openalex.org/W1516666248,TRUE,TRUE,The income distribution road of our country under the financial crisis,Ping Yu;Meifang Huang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2638,10.1109/icbmei.2011.5921059,https://doi.org/10.1109/icbmei.2011.5921059,W1578410596,https://openalex.org/W1578410596,TRUE,TRUE,SWOT analysis on the development of carbon finance of China's banking,Sheng Xu;Xin Zhang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,1,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,1,2015,TRUE,0,2016,TRUE,0
2639,10.1109/icbmei.2011.5921087,https://doi.org/10.1109/icbmei.2011.5921087,W1842614395,https://openalex.org/W1842614395,TRUE,TRUE,Study on Comparison the Elasticity of CO2 Growth with GDP Growth Between China and America,Muhan Li;Lianzhong Zhang,2011 International Conference on Business Management and Electronic Information,IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2640,10.1109/iccsit.2009.5234701,https://doi.org/10.1109/iccsit.2009.5234701,W1576900519,https://openalex.org/W1576900519,TRUE,TRUE,On people-oriented economics,Zhenqing Miao,2009 2nd IEEE International Conference on Computer Science and Information Technology,IEEE: Institute of Electrical and Electronics Engineers,2009,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,TRUE,0,2010,TRUE,0,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2641,10.1109/icdecom.2011.5738505,https://doi.org/10.1109/icdecom.2011.5738505,W2067908546,https://openalex.org/W2067908546,TRUE,TRUE,Compact Printed Yagi Antenna for Handheld UHF RFID Reader,Sivaji Kaki;Tapas Chakravarty,2011 International Conference on Devices and Communications (ICDeCom),IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,2,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,1,2013,TRUE,1,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2642,10.1109/icebeg.2011.5876653,https://doi.org/10.1109/icebeg.2011.5876653,W1793407836,https://openalex.org/W1793407836,TRUE,TRUE,A study on management of immigrants in Chinese cities,Li Gang,2011 International Conference on E-Business and E-Government (ICEE),IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2643,10.1109/icebeg.2011.5876654,https://doi.org/10.1109/icebeg.2011.5876654,W1859324755,https://openalex.org/W1859324755,TRUE,TRUE,A Study on the Balanced Management of University's Introduced Talents,Yinghui Xiang;Rongbin Li,2011 International Conference on E-Business and E-Government (ICEE),IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2644,10.1109/icebeg.2011.5876657,https://doi.org/10.1109/icebeg.2011.5876657,W1503449651,https://openalex.org/W1503449651,TRUE,TRUE,A Theoretical Analysis on the Sequence of China's Economic Liberalization,Hui Hu,2011 International Conference on E-Business and E-Government (ICEE),IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
2645,10.1109/icebeg.2011.5876659,https://doi.org/10.1109/icebeg.2011.5876659,W1603287083,https://openalex.org/W1603287083,TRUE,TRUE,Absolute Land Rent and Allocation of Land Resource,Zeyi Zhang,2011 International Conference on E-Business and E-Government (ICEE),IEEE: Institute of Electrical and Electronics Engineers,2011,2011,2011,FALSE,0,,20260712,2020,2026-07-18,2006,FALSE,,2007,FALSE,,2008,FALSE,,2009,FALSE,,2010,FALSE,,2011,TRUE,0,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0
